YEARMADERANGE,BEDROOMS,NCOMBATH,NHAFBATH,WALLTYPE,OUTLET,STOVEN,SEPCOOKTUSE,SEPOVENUSE,AMTMICRO,NUMMEAL,TOAST,COFFEE,DWASHUSE,AGEDW,WASHTEMP,DRYRUSE,TVCOLOR,TVSIZE1,TVONWD1,TVONWE1,TVAUDIOSYS,DESKTOP,NUMLAPTOP,NUMTABLET,ELPERIPH,NUMSMPHONE,INTERNET,INWIRELESS,HEATHOME,EQUIPAGE,NUMBERAC,NUMCFAN,NOTMOIST,LGTINNUM,LGTIN4,HHAGE,EDUCATION,NUMADULT,ATHOME,MONEYPY,NOHEATBROKE,NOHEATEL,NOHEATDAYS,USESOLAR,TOTCSQFT,TOTHSQFT,TOTSQFT_EN,CDD30YR,KWH,KWHSPH,KWHCOL,KWHLGT
6,5,4,0,3,1,3,0,0,7,2,1,1,1,3,3,2,4,3,2,2,1,1,1,2,1,2,1,1,1,6,6,7,0,3,10,53,3,5,5,6,0,0,0,0,3012,6023,6023,854,25947.201,13596.557,3297.184,661.602
2,3,2,0,3,1,1,0,0,6,4,1,1,0,0,1,6,4,3,5,5,0,1,1,5,1,3,1,1,1,2,1,2,0,1,6,75,2,3,5,5,0,0,0,1,2438,2438,2438,574,7689.609,0.0,675.391,431.92
7,4,3,1,1,1,0,7,2,18,3,0,0,1,1,2,3,2,3,2,3,0,1,0,1,1,1,1,1,1,4,0,5,0,3,12,45,5,2,0,8,0,0,0,0,2770,2770,4090,748,7572.478,0.0,687.824,1220.241
7,3,3,1,4,1,0,10,3,15,4,1,1,2,3,3,4,3,3,3,3,0,0,3,1,3,1,1,1,1,3,0,5,0,4,10,76,4,2,5,5,0,0,0,0,0,1821,1821,92,21457.903,0.0,0.0,2921.693
6,4,4,0,3,1,1,5,4,7,2,1,1,3,41,2,3,4,3,3,3,0,0,3,2,1,2,1,1,1,5,0,6,0,4,50,83,3,2,5,8,0,0,0,0,3632,3632,3632,2436,21700.706,1691.726,4198.417,7388.127
5,4,2,1,3,1,0,7,3,15,3,1,1,7,42,2,5,3,3,3,3,0,0,3,2,1,5,1,1,1,3,0,4,1,5,20,48,4,2,5,6,0,0,0,0,3952,3952,3952,877,15470.529,0.0,1650.149,6814.325
4,4,2,0,5,0,1,2,0,7,3,1,1,5,41,3,5,6,3,3,5,1,1,2,1,1,5,1,1,1,5,0,0,0,4,20,51,2,4,5,4,0,0,0,0,2898,2898,2898,110,31977.0,12536.739,515.636,3437.028
7,4,2,0,1,1,1,0,0,30,2,1,1,5,3,3,4,1,3,3,3,1,1,0,0,2,0,1,1,1,4,0,7,0,3,3,77,3,2,5,3,0,0,0,0,1976,1976,1976,2635,15191.065,1967.574,3956.375,1326.12
7,4,3,1,3,1,1,0,0,10,2,1,1,2,3,3,4,7,4,4,4,0,1,1,4,2,2,1,1,1,3,0,6,1,4,2,50,4,2,5,8,0,0,0,0,2126,2126,2126,1100,10224.922,0.0,947.554,695.499
6,3,2,0,4,0,1,0,0,10,1,1,1,0,41,2,6,2,3,3,3,1,1,0,1,1,1,1,1,1,4,0,1,0,2,6,62,2,3,5,1,0,0,0,0,1358,1358,1358,1786,6963.906,0.0,1493.092,1010.179
1,2,2,0,4,0,1,0,0,49,2,1,1,2,3,3,2,4,2,3,3,0,1,1,0,1,0,1,1,1,3,0,4,0,4,24,61,4,2,5,8,0,0,0,0,1083,1083,1083,316,9897.903,0.0,286.102,5168.739
8,2,3,0,1,1,0,7,7,18,3,1,1,4,2,1,5,3,3,4,4,0,0,2,3,1,2,1,1,1,2,0,6,0,3,6,71,3,2,5,3,0,0,0,0,2490,2490,2490,1466,7052.471,0.0,1637.652,724.219
1,2,1,0,3,1,1,0,0,30,2,1,0,0,0,3,6,2,2,5,5,0,0,0,0,0,2,0,0,1,2,0,2,0,1,8,34,3,2,3,1,0,0,0,0,875,875,875,1317,3318.941,0.0,207.608,410.988
3,4,3,1,1,1,1,5,4,4,3,1,1,4,42,3,4,2,3,3,4,0,0,1,1,1,2,1,1,1,3,0,0,0,5,40,59,3,2,2,5,0,0,0,0,2980,2980,2980,2716,16633.0,0.0,4921.299,7203.455
4,2,1,1,6,1,1,0,0,30,2,1,0,5,3,0,0,1,3,3,3,0,0,4,2,1,3,1,1,1,3,0,0,0,5,0,20,3,4,0,1,0,0,0,0,1189,1189,1189,2045,11131.0,1179.175,1293.522,175.66
7,3,2,0,3,1,1,0,0,7,2,1,1,0,3,3,3,4,2,4,3,0,0,0,0,0,0,0,0,1,3,0,4,0,3,3,58,2,2,5,2,0,0,0,0,1280,1280,1280,2563,17502.309,5381.765,3718.291,1217.881
5,2,1,0,3,0,1,0,0,9,3,1,0,0,0,0,0,3,3,4,4,1,0,1,1,0,0,1,0,1,1,0,0,0,1,5,57,3,2,5,2,0,0,0,0,832,832,832,2299,10548.0,1051.264,2689.543,1338.621
4,2,1,1,4,0,1,0,0,2,2,1,1,1,3,0,0,1,2,5,5,0,0,2,2,0,0,1,1,1,3,0,0,0,1,1,66,3,2,5,1,0,0,0,0,997,997,997,2177,10131.51,2721.927,1098.058,209.145
4,2,1,1,5,0,1,0,0,5,4,1,1,0,0,2,4,3,3,3,4,1,1,1,1,1,0,1,1,1,3,2,3,0,2,2,45,3,2,3,2,0,0,0,0,512,2560,2560,577,6324.75,0.0,804.086,797.858
6,3,2,0,1,1,1,0,0,10,4,1,1,4,3,2,7,2,3,3,2,0,1,0,0,1,0,1,1,1,5,0,6,0,3,10,81,2,1,5,3,0,0,0,0,1543,1543,1543,2641,13637.275,0.0,4794.153,3429.836
2,4,1,0,3,1,1,0,0,3,3,0,1,0,0,3,2,3,3,3,2,0,1,1,0,1,2,1,1,1,3,0,2,1,1,2,63,2,2,5,5,0,0,0,0,2418,2418,3308,816,5757.867,0.0,1438.89,341.006
6,5,3,0,4,1,1,2,2,15,4,1,1,3,2,2,10,3,4,2,3,1,2,2,2,1,2,1,1,1,2,0,2,0,4,20,27,4,2,5,7,0,0,0,0,5671,5671,5671,939,11158.104,27.578,1540.052,2247.159
7,3,1,1,3,0,1,0,0,5,3,1,0,4,41,2,3,1,1,4,4,0,0,1,2,1,2,1,1,1,4,0,0,0,1,3,28,2,2,5,2,0,0,0,0,651,651,651,439,10413.432,0.0,56.75,389.569
2,2,1,0,4,0,1,0,0,3,2,0,1,1,3,2,1,1,3,4,3,0,0,0,0,0,1,0,0,1,2,0,4,0,1,2,68,3,1,0,1,0,0,0,0,1296,1296,1296,4285,7875.082,0.0,5348.118,415.731
3,2,2,0,1,1,1,10,4,12,3,0,1,3,41,2,2,1,3,3,2,0,1,0,0,1,2,1,1,1,5,0,2,0,2,8,68,4,2,5,6,0,0,0,0,1030,1030,1481,1714,12627.813,0.0,4805.332,3077.686
4,2,1,0,1,0,1,2,0,6,3,1,1,1,41,0,0,2,2,4,5,1,0,1,1,1,1,1,1,1,5,1,2,0,1,4,46,4,1,3,1,0,0,0,0,241,964,964,593,6035.892,1417.906,103.022,569.806
2,4,1,1,3,1,1,0,0,4,2,1,1,7,3,2,7,3,4,2,3,0,0,1,1,1,2,1,1,1,3,0,2,0,2,3,25,3,2,5,2,0,0,0,0,1050,1313,2100,698,13167.286,1055.598,932.824,250.66
7,3,2,1,2,1,1,0,0,14,3,1,1,1,3,2,2,2,3,3,4,0,0,3,0,1,3,1,1,1,3,0,0,0,2,5,21,3,3,0,5,0,0,0,0,1902,1902,2157,614,6968.559,0.0,638.676,433.588
7,7,3,1,3,0,1,0,5,5,2,1,1,3,3,2,4,2,3,3,3,0,0,2,1,0,1,1,1,1,3,0,8,1,3,12,35,4,1,0,3,0,0,0,0,5648,6048,6048,1083,11275.756,2365.829,750.714,728.104
1,3,2,0,3,1,1,0,0,4,3,1,1,7,41,2,10,3,3,3,4,0,1,0,3,1,3,1,1,1,2,0,3,1,2,6,35,3,2,0,5,0,0,0,0,1856,2784,2784,577,15374.0,3491.938,1476.184,1838.191
2,4,1,0,2,0,1,0,0,5,1,1,0,0,0,3,0,4,3,5,5,0,1,1,1,0,5,1,1,1,4,0,1,0,1,10,19,2,3,5,1,0,0,0,0,0,2385,2731,1074,18874.0,8242.954,0.0,1271.837
7,2,1,0,2,0,1,0,0,3,2,1,0,0,2,3,1,1,1,2,2,0,0,1,0,1,0,1,1,1,3,0,1,0,1,5,49,2,2,1,1,0,0,0,0,1218,1218,1218,2806,9058.353,1165.076,1431.152,347.891
4,4,3,1,1,1,1,0,0,40,2,1,1,5,42,3,4,2,4,5,5,1,1,1,5,2,3,1,1,1,6,0,1,1,3,25,57,3,3,5,5,0,0,0,0,2029,2029,2654,1201,11856.742,0.0,956.631,1963.876
7,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,1,4,1,0,0,1,1,85,2,1,5,1,0,0,0,0,384,384,384,1090,3052.0,579.631,171.662,150.608
4,3,1,1,4,1,1,0,0,25,4,1,0,1,3,2,6,2,2,3,3,1,1,0,0,1,0,1,0,1,4,0,6,0,3,4,28,3,2,2,6,0,0,0,0,1609,1609,1609,1294,9540.731,0.0,1738.427,864.433
6,3,2,0,3,0,1,0,0,3,2,0,0,0,0,3,2,2,1,5,2,0,0,0,0,0,0,0,0,1,3,0,1,0,1,1,77,2,1,5,2,0,0,0,0,0,1110,1110,1045,5575.935,0.0,0.0,411.294
6,4,3,0,3,1,1,0,0,10,2,0,0,3,42,3,4,2,3,4,5,1,1,1,2,1,2,1,1,1,2,0,2,1,5,3,69,3,2,5,8,0,0,0,0,3464,3464,3464,846,10722.101,0.0,1127.045,689.566
3,1,1,0,1,0,1,4,0,4,4,1,1,3,1,0,0,1,3,3,3,1,0,2,2,1,2,1,1,1,4,2,0,0,1,6,35,5,2,0,8,0,0,0,0,560,840,840,1170,2304.353,0.0,305.496,395.872
2,2,1,1,2,1,1,0,0,10,3,1,1,7,3,2,3,3,2,4,4,0,0,1,0,1,1,1,1,1,3,0,3,0,1,2,75,3,2,5,2,0,0,0,0,2800,2800,2800,633,25067.997,13570.631,1848.747,797.129
3,3,2,1,3,1,1,0,0,30,1,1,1,2,1,2,3,4,2,4,4,1,1,0,1,1,0,1,1,1,3,0,4,1,3,6,71,3,2,5,4,0,0,0,0,2006,2006,2006,458,6478.486,0.0,613.927,959.378
5,2,1,1,4,0,1,0,0,5,3,1,0,0,3,0,0,2,3,3,3,0,1,1,1,1,1,1,1,1,3,1,1,0,1,2,49,5,1,0,5,0,0,0,0,315,1259,1259,574,3613.789,290.182,256.511,138.901
6,4,3,1,3,1,0,6,5,2,3,0,0,3,41,3,4,3,3,2,2,2,1,2,2,1,2,1,1,1,4,0,2,1,4,6,33,4,2,5,7,0,0,0,0,2886,2886,2886,779,10252.779,1675.824,1381.297,1333.443
6,3,2,0,4,1,2,0,0,0,2,0,0,6,2,3,1,2,2,2,2,0,0,3,2,1,3,1,1,1,5,0,5,0,2,6,34,5,2,0,3,0,0,0,0,2592,1944,2592,1756,9547.0,0.0,2454.373,1014.522
5,3,2,0,1,1,0,4,2,10,4,0,1,1,41,3,4,2,3,2,3,0,0,1,4,1,2,1,1,1,3,0,3,0,2,10,35,3,2,2,4,0,0,0,0,1428,1428,1428,1702,12049.04,1387.896,1232.542,1949.294
6,4,2,1,3,0,1,0,0,7,3,1,0,10,3,2,4,2,3,1,3,1,1,1,1,1,2,1,1,1,3,0,5,0,4,10,40,5,2,0,8,0,0,0,0,4890,4890,4890,814,8568.129,0.0,1652.58,2059.304
4,3,2,0,1,1,1,0,0,30,2,0,0,3,3,3,5,2,1,3,4,0,0,2,0,1,2,1,1,1,6,0,6,0,2,15,43,4,2,5,2,0,0,0,0,892,892,892,2488,15187.477,3867.699,1833.942,1447.067
7,2,2,0,1,1,1,7,0,20,1,1,1,3,41,2,4,1,3,4,4,0,1,0,0,1,0,1,1,1,5,0,4,0,3,10,82,2,2,5,2,0,0,0,0,2812,3720,3720,1116,6510.499,0.0,1368.507,1268.994
7,4,2,0,1,1,1,0,0,20,3,1,1,7,1,3,5,3,4,4,4,0,0,2,1,1,3,1,1,1,3,0,4,0,2,10,35,3,2,5,6,0,0,0,0,2050,2050,2050,2823,11732.9,160.499,4350.337,779.754
2,2,2,1,3,1,1,0,0,40,1,1,1,2,3,2,4,4,3,5,5,0,0,1,4,1,1,1,1,1,6,0,3,1,4,6,66,3,2,5,7,0,0,0,0,1620,3240,3240,1016,14607.452,3575.61,1795.623,1135.949
5,3,2,0,2,1,1,0,0,5,3,1,1,6,3,3,7,1,3,3,4,1,1,1,0,1,5,1,1,1,3,0,5,0,2,17,44,4,2,2,3,0,0,0,0,1400,1400,1400,1719,16762.595,3073.955,1564.328,1970.337
4,3,1,1,3,1,1,0,0,20,3,1,1,0,0,3,7,2,3,2,3,0,1,1,1,1,2,1,1,1,2,1,3,0,1,2,31,3,2,2,4,0,0,0,0,188,940,940,502,6137.535,0.0,267.533,909.537
6,4,3,0,3,1,1,0,0,61,1,1,1,0,5,3,2,6,4,3,3,7,0,0,0,0,0,0,0,1,4,0,10,0,5,0,72,1,3,5,1,0,0,0,0,3380,3380,3380,2478,12428.056,0.0,2042.205,541.913
7,3,2,0,3,0,1,0,0,10,2,0,1,2,41,2,5,2,2,3,4,0,0,1,2,0,1,0,0,1,4,0,4,0,2,12,41,3,2,5,2,0,1,21,0,1663,1663,1663,2194,17642.239,5678.661,3202.71,2062.888
6,3,2,1,3,1,1,0,0,7,3,1,1,2,5,2,4,3,3,3,3,0,1,0,0,1,0,1,0,1,6,2,4,1,2,20,84,5,2,5,4,0,0,0,0,389,2720,2720,805,20583.102,9138.974,394.35,2609.28
1,3,2,0,2,1,1,0,0,20,3,1,1,7,3,2,20,2,3,2,2,0,1,0,0,1,0,1,0,1,4,0,3,1,2,10,61,4,2,5,3,0,0,0,0,896,896,1792,1356,13350.229,0.0,1527.129,1586.416
6,4,2,0,1,1,1,0,0,10,2,1,0,2,2,3,2,4,3,3,3,3,1,0,0,1,0,1,0,1,2,0,7,0,3,13,80,3,2,5,2,0,0,0,0,3443,3443,3443,2864,11602.706,1343.361,2751.417,1221.981
2,4,3,0,4,1,1,0,0,3,1,0,0,2,42,2,4,2,3,2,2,0,0,4,0,0,5,1,1,1,2,0,0,0,1,12,26,4,4,0,6,0,0,0,0,0,1888,1888,795,3732.242,0.0,0.0,1637.528
4,3,2,0,1,1,1,0,0,10,4,1,1,6,1,3,4,1,2,3,4,0,1,1,1,1,1,1,1,1,3,0,0,1,2,4,68,2,2,5,4,0,0,0,0,1648,1648,1648,849,21136.276,11975.101,1064.519,1142.761
5,3,3,0,2,1,1,0,0,35,2,1,1,3,2,2,10,2,2,3,4,0,1,0,2,1,2,1,1,1,4,0,1,1,3,10,83,4,2,5,1,0,0,0,0,3704,3704,3704,1038,8224.824,0.0,713.68,874.372
7,1,1,0,1,0,1,0,0,7,3,0,1,0,3,3,5,2,2,5,5,0,0,0,3,0,0,1,1,1,1,0,0,0,1,4,39,2,1,5,1,0,0,0,0,442,442,442,1037,8485.0,1975.839,181.92,704.459
6,4,3,0,3,0,1,0,0,20,1,1,1,4,3,3,5,5,3,5,5,1,2,1,2,2,3,1,1,1,6,0,6,0,2,8,46,3,2,5,6,0,0,0,0,2912,2912,2912,978,25068.895,7207.137,2136.702,1722.743
1,1,1,0,3,1,1,0,0,14,2,1,1,4,2,3,5,2,3,5,5,0,1,1,1,1,1,1,1,1,4,2,0,1,1,2,60,1,1,2,1,0,0,2,0,458,916,982,391,6216.164,251.647,147.481,459.553
4,3,2,0,2,1,1,0,0,3,4,0,1,4,41,3,3,2,3,3,3,1,1,1,3,1,3,1,1,1,2,3,0,1,2,13,55,4,3,2,8,0,0,0,0,855,2965,2965,424,8025.76,0.0,1160.088,2706.341
7,2,2,0,7,0,1,0,0,15,2,1,1,5,42,3,15,3,3,4,4,0,0,2,2,1,2,1,1,0,0,0,0,0,1,10,34,3,2,5,2,0,0,0,0,1515,0,1515,4111,18764.581,0.0,6280.21,2062.921
3,4,2,1,3,0,1,0,0,5,2,0,1,3,3,3,7,7,2,2,3,2,0,5,2,2,5,1,1,1,5,1,2,1,4,8,50,4,2,0,7,0,0,0,0,3004,3003,3754,873,20193.0,0.0,4588.213,556.875
5,3,1,1,1,0,1,0,0,4,4,1,0,0,3,2,6,3,3,3,3,0,0,1,2,0,1,1,0,1,3,0,3,0,1,8,27,3,2,2,1,0,0,0,0,0,1338,1338,2683,17177.854,5048.732,0.0,2356.302
4,2,2,0,2,0,1,0,0,10,2,0,1,1,3,0,0,1,4,2,2,0,0,2,0,0,2,1,1,0,0,0,0,0,1,2,25,4,2,1,3,0,0,0,0,0,0,1596,846,5915.65,0.0,0.0,479.218
2,2,2,0,7,0,0,0,0,5,3,0,0,0,0,0,0,3,3,4,3,1,0,1,0,0,0,1,1,1,3,1,0,0,1,0,48,3,1,1,2,0,0,0,0,206,825,825,1631,2742.97,1062.024,371.9,47.518
7,2,2,0,1,0,1,0,0,5,4,0,1,2,3,3,2,2,3,2,2,0,0,2,1,1,1,1,1,1,3,0,3,0,3,10,23,4,2,0,5,0,0,0,0,980,980,980,2094,13190.848,2545.874,1998.663,2374.314
4,1,1,0,1,0,1,0,0,4,4,0,0,0,0,0,0,1,2,1,2,0,0,2,0,0,2,1,1,1,3,0,0,0,1,10,24,3,1,5,1,0,0,0,0,0,700,700,630,2223.508,0.0,0.0,474.737
5,4,2,4,2,1,0,5,5,10,6,1,1,10,2,3,14,4,3,5,5,0,1,0,6,1,2,1,1,1,2,0,6,0,2,0,33,2,2,5,6,0,0,0,0,2415,2415,2415,2932,21780.273,0.0,12138.18,342.768
7,3,2,0,4,1,0,2,1,7,3,0,1,2,41,3,3,3,4,2,2,1,1,2,2,1,2,1,1,1,6,0,3,0,3,9,79,2,3,5,6,0,0,0,0,3782,3782,3782,1420,13512.504,0.0,2453.978,2267.473
2,1,1,0,4,0,1,0,0,2,3,0,0,3,41,0,0,1,2,2,2,0,0,3,4,1,2,1,1,1,2,2,0,0,1,12,29,5,2,2,8,0,0,0,0,457,686,686,633,3261.0,0.0,388.357,1304.175
4,2,1,0,3,1,1,0,0,3,1,1,1,0,0,3,3,2,1,3,2,0,0,0,1,0,1,1,0,1,3,1,0,1,1,2,54,3,2,5,1,0,0,0,0,126,756,756,391,20394.968,10171.597,270.795,465.778
1,4,3,0,2,0,1,0,0,3,3,1,1,14,3,3,7,1,4,1,2,1,0,2,3,1,2,1,1,1,5,0,2,0,3,0,47,3,2,5,6,0,0,0,0,3560,3560,3560,131,13638.567,2895.153,497.0,84.461
4,3,1,1,3,1,1,0,0,21,2,1,1,0,2,2,2,2,3,3,4,0,1,1,2,1,2,1,1,1,1,0,3,0,2,9,73,4,2,5,7,0,0,0,0,2303,2303,2637,2943,15596.964,3627.306,4670.55,954.976
5,0,1,1,4,1,1,0,0,5,3,1,1,3,3,0,0,1,1,1,2,0,0,0,0,0,0,1,0,1,4,1,2,0,1,2,51,1,1,3,1,0,0,0,0,532,532,532,1926,2242.0,0.0,553.024,163.069
5,3,2,0,2,1,1,0,0,20,3,1,1,4,2,1,4,1,4,3,3,0,1,0,0,1,1,1,1,1,3,0,2,0,2,6,85,2,2,5,2,0,0,0,0,1955,1955,1955,759,7580.0,0.0,1442.272,1939.666
3,0,1,0,5,0,1,0,0,14,2,1,1,0,0,0,0,1,1,2,2,0,0,0,0,0,1,1,0,1,6,1,0,0,1,2,49,2,1,4,1,0,0,0,0,677,677,677,1168,2222.0,0.0,695.638,523.166
4,2,1,0,3,0,1,0,0,1,5,1,1,0,0,2,7,2,3,4,4,0,0,1,0,0,1,1,1,1,6,0,1,0,1,1,51,1,2,3,2,1,0,3,0,754,754,754,1024,17281.969,4208.16,1361.938,109.428
2,4,2,1,3,1,1,0,0,10,2,1,1,5,3,2,6,2,3,3,3,0,0,1,2,1,2,1,1,1,4,1,7,1,4,10,63,5,2,0,8,0,0,0,0,4153,4153,5086,1585,15697.344,0.0,5780.013,3045.713
4,3,1,1,1,0,1,0,0,12,1,1,1,0,0,3,20,1,1,4,4,0,0,0,0,0,0,0,0,1,3,0,2,0,2,14,69,1,2,5,2,0,0,0,0,1063,1063,1063,1135,6690.206,0.0,970.138,1450.978
1,2,1,0,2,0,1,0,0,10,4,1,1,1,5,3,3,1,3,5,3,0,1,2,1,1,0,1,1,1,6,1,6,0,2,5,67,3,2,5,3,1,0,365,0,209,1046,1046,285,6323.194,1491.357,190.002,1108.956
4,3,1,1,3,0,1,0,0,5,3,0,1,3,41,2,3,4,2,4,4,0,0,1,1,1,0,1,1,1,6,0,3,1,2,1,77,2,3,0,2,0,0,0,0,1578,1578,2524,559,16205.008,0.0,1279.703,268.719
5,0,1,0,4,0,1,0,0,15,4,1,0,2,2,0,0,1,2,4,4,1,1,0,1,2,0,1,1,0,0,1,0,0,1,1,63,3,1,5,1,0,0,0,0,196,0,392,1776,2718.0,0.0,330.685,98.297
7,1,1,0,7,0,1,0,0,20,1,1,0,0,0,0,0,2,3,4,4,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,25,2,2,5,2,0,0,0,0,850,0,850,3465,4199.792,0.0,1060.45,796.091
3,3,1,0,1,1,1,0,0,6,5,1,1,0,0,2,3,2,1,3,5,0,0,0,0,0,1,0,0,1,6,3,5,0,2,9,53,2,1,0,2,0,0,0,0,600,1200,1200,2921,12024.129,0.0,5958.259,993.212
1,3,2,0,9,1,1,0,0,7,2,1,1,0,42,2,2,2,2,3,2,0,1,0,0,1,0,1,0,1,3,2,0,0,3,19,35,3,2,5,5,0,0,0,0,325,1138,1707,324,6816.404,0.0,331.219,1047.21
6,4,2,0,3,1,1,0,0,6,4,0,1,1,41,3,3,1,3,3,3,0,0,2,2,1,0,1,1,1,5,0,5,0,2,0,54,3,2,0,8,0,0,0,0,2470,2470,2470,4109,9980.806,0.0,6036.087,79.882
3,3,2,1,1,0,1,0,0,35,3,1,1,5,41,2,4,3,3,4,3,0,2,0,1,2,2,1,1,1,5,0,1,1,2,10,79,5,2,5,4,0,0,0,0,2976,2232,2976,1752,5582.441,0.0,344.439,649.096
2,1,1,0,4,0,1,0,0,0,4,1,0,0,5,0,0,2,4,2,4,0,0,0,0,0,0,0,0,1,6,0,1,0,1,1,72,1,1,0,1,0,0,0,0,0,430,430,571,4188.683,453.659,0.0,302.929
7,4,2,1,3,1,1,0,0,7,2,1,0,4,3,3,4,3,4,3,2,2,1,1,1,1,2,1,1,1,3,0,3,0,3,10,34,4,2,2,5,0,0,0,0,3668,3668,3668,3185,23001.35,6390.077,5626.025,2053.836
2,4,3,0,4,1,1,0,0,15,4,0,0,1,2,2,4,1,3,3,4,1,0,4,3,3,4,1,1,1,2,2,1,0,3,18,26,5,4,4,5,0,0,0,0,2987,2987,2987,1275,9225.39,86.583,1873.396,1840.873
4,4,1,1,1,0,1,14,0,7,1,1,1,0,0,3,1,5,1,5,5,0,0,1,1,0,1,1,1,1,6,0,1,0,2,11,60,3,2,5,2,0,1,1,0,0,720,2240,550,7175.0,2207.641,0.0,911.067
7,3,2,0,1,1,1,0,0,6,4,1,1,1,1,2,4,3,3,3,5,0,1,1,1,1,2,1,1,1,1,0,4,0,3,20,55,2,2,0,2,0,0,0,0,1574,1574,1574,2225,11260.401,1731.572,1518.849,1051.996
6,3,2,0,3,1,1,0,0,30,3,0,1,7,2,2,3,3,3,3,4,0,1,2,2,1,2,1,1,1,6,1,2,0,3,6,66,3,2,5,4,0,0,0,0,300,2400,2400,153,16722.699,8195.182,139.996,864.928
4,2,2,0,1,0,1,0,0,0,3,1,0,0,41,2,10,2,3,5,5,0,0,0,1,0,2,1,0,1,4,0,0,0,1,9,25,3,2,5,1,0,0,0,0,1031,1031,1031,754,6269.879,0.0,329.746,2356.598
1,2,1,0,3,0,1,0,0,10,4,0,1,0,0,3,4,2,3,4,4,0,1,0,2,0,4,1,0,1,6,0,0,0,1,3,50,1,3,0,5,0,0,0,0,0,1704,1704,1518,15124.034,0.0,0.0,1020.295
7,4,2,1,2,1,1,0,0,10,3,1,1,4,41,2,3,3,3,2,2,0,2,2,2,2,2,1,1,1,4,0,5,0,2,10,60,2,2,5,3,0,0,0,0,2767,3967,5167,1374,10515.588,1234.372,1674.331,2300.73
7,5,4,1,1,1,0,7,5,15,3,1,0,8,3,2,8,5,2,3,3,0,1,2,3,1,3,1,1,1,3,0,2,0,5,20,36,3,2,5,8,0,0,0,0,4362,4362,4362,939,37437.581,0.0,1137.892,3924.793
7,5,3,0,3,1,0,7,5,5,2,1,1,4,2,2,2,3,4,3,4,2,1,0,5,1,3,1,1,1,4,0,2,1,5,25,43,4,2,5,8,0,0,0,0,3144,3144,3144,405,12578.586,0.0,851.201,4388.547
6,2,2,1,3,1,1,0,0,7,3,1,0,3,3,2,5,4,3,3,4,0,1,2,1,2,2,1,1,1,5,0,1,0,3,10,68,3,2,5,8,0,0,0,0,3206,3206,3206,859,7524.81,878.151,1060.934,1822.59
4,2,2,1,4,1,1,0,0,7,1,1,0,2,41,3,2,1,3,4,4,0,1,0,1,0,2,1,1,1,2,0,1,0,1,8,31,2,2,5,2,0,0,0,0,1479,1479,1479,3650,5370.924,61.082,2141.249,998.28
2,4,3,0,3,0,1,0,0,25,2,1,0,5,3,2,6,1,3,2,2,1,0,3,4,1,2,1,1,1,1,0,0,0,2,5,45,4,2,5,4,0,0,0,0,2779,2779,3426,1828,5310.189,329.23,919.55,439.697
7,2,2,0,4,0,1,0,0,2,5,0,0,0,3,1,2,1,3,3,4,0,1,0,0,0,0,1,1,1,3,0,1,0,2,0,41,2,1,0,2,0,0,0,0,1053,1053,1053,2690,8299.588,857.272,2584.724,52.664
7,3,2,1,3,1,1,0,0,20,2,1,0,1,1,2,2,3,3,2,2,0,0,1,1,0,3,1,1,1,4,0,3,0,2,10,24,3,3,2,6,0,0,0,0,2516,2516,2516,809,6540.714,0.0,985.78,1690.951
1,4,2,0,4,0,1,0,0,6,1,0,1,0,0,3,5,4,3,5,4,2,1,3,0,1,1,1,1,1,6,0,8,0,2,9,58,3,4,1,2,0,0,0,0,0,1660,1660,515,4827.179,82.488,0.0,673.228
7,3,2,0,3,0,1,0,0,3,3,1,1,3,1,3,5,3,3,3,4,1,1,0,3,0,2,1,1,1,2,0,1,0,2,4,29,2,2,0,5,0,0,0,0,1144,1144,1144,714,8702.1,0.0,443.083,848.845
4,3,1,1,1,1,1,0,0,1,2,1,1,6,2,3,7,3,2,2,3,1,0,1,0,1,2,1,1,1,6,1,5,0,2,4,36,3,2,1,2,0,0,0,0,1736,1736,1736,2031,15974.0,0.0,3643.3,503.303
3,2,1,0,1,0,1,0,0,20,5,1,0,0,3,3,0,3,3,2,3,0,1,1,1,1,1,1,1,1,2,2,1,0,1,10,34,5,1,0,6,0,0,0,0,675,1350,1350,414,4544.586,545.792,190.339,636.579
1,2,1,1,1,0,1,0,0,7,2,1,1,7,3,3,2,2,3,3,3,0,0,1,1,2,0,1,1,1,5,3,5,0,2,10,64,5,2,5,6,0,0,0,0,958,1915,1915,1199,4639.099,0.0,1250.718,1075.353
1,2,1,1,4,0,1,0,0,8,2,0,0,0,0,3,2,1,2,2,3,1,1,0,0,1,0,1,0,1,6,0,5,0,2,2,59,2,1,0,2,0,0,0,0,0,749,749,731,4319.317,0.0,0.0,1295.421
6,2,2,1,1,0,1,0,0,4,4,1,0,5,3,3,5,3,3,4,3,0,1,1,2,1,1,1,1,1,3,0,2,0,3,13,70,3,1,5,3,0,0,0,0,1038,1038,1038,1556,5730.021,69.896,695.631,1100.121
1,3,1,0,3,0,1,0,0,3,3,1,1,0,0,2,11,3,3,5,5,0,0,2,1,1,3,1,1,1,3,0,0,1,2,10,71,3,2,5,3,0,0,0,0,2243,2243,2243,704,10109.802,0.0,1113.589,1408.747
