YEARMADERANGE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,INTERNET,WELLPUMP,AQUARIUM,STEREO,BATTOOLS,HEATROOM,MOISTURE,FUELH2O,COOLTYPE,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELCOOL,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
5,4,4,1,1,0,6,3,1,0,7,1,1,2,21,4,22,1,1,3,2,4,3,1,2,2,1,2,0,0,1,0,0,0,2,10,0,1,1,10,3,0,4,2,1,0,59,1,12,4,0,0,1,1,1,1,0,1,5,1,81,1,97500,0,2520,2270,2270,24276,0.4
3,1,1,0,0,1,3,3,0,1,1,1,1,1,22,3,12,0,0,3,3,2,2,1,4,8,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,2,0,0,26,1,4,3,1,0,0,0,0,1,0,1,3,1,75,1,2000,1,666,666,0,1350,0.34
4,3,2,0,1,1,6,2,0,0,7,1,1,1,23,5,2,1,1,3,3,1,3,3,8,4,1,2,0,0,1,1,0,1,2,6,0,1,0,0,0,0,1,1,0,0,69,1,30,4,0,0,0,0,1,1,0,1,2,2,57,1,82500,0,1562,1162,0,9164,0.45
1,3,1,0,1,0,9,1,1,0,7,0,1,1,22,3,3,0,0,16,3,3,2,1,12,12,2,5,1,0,1,0,0,0,0,7,0,0,1,7,3,1,1,2,1,0,44.5,0,12,2,1,0,0,1,0,0,1,1,2,5,21,0,97500,0,2756,2506,2506,16867,0.47
1,2,1,0,0,1,16,3,1,1,5,1,0,1,22,3,17,1,0,1,3,1,1,1,4,4,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,3,3,1,0,12,0,12,3,1,0,0,1,1,1,0,1,3,1,65,1,12500,1,1440,1440,240,7776,0.45
1,2,1,0,0,1,6,0,0,0,10,1,0,1,1,3,12,1,0,0,0,1,2,1,12,12,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,5,0,7,1,0,0,0,0,1,1,0,1,2,2,60.5,0,12500,1,1720,1147,0,3088,0.43
2,2,1,0,1,1,9,1,0,0,7,1,1,2,21,4,17,1,0,7,3,4,2,1,8,4,3,5,2,2,1,0,0,0,2,5,1,1,1,5,2,0,2,2,1,0,29,0,12,3,0,0,1,1,1,1,0,1,1,2,64.5,1,47500,0,2045,1645,1645,14974,0.54
7,3,2,0,0,1,6,1,0,0,7,1,1,1,22,3,7,1,3,7,3,2,2,2,4,4,2,2,2,0,1,1,0,0,6,7,0,0,0,0,0,0,4,2,0,0,26.5,0,12,4,0,0,0,0,0,1,1,1,4,2,54,1,87500,0,2214,2214,0,7283,0.62
6,3,2,0,0,1,1,2,1,1,7,1,1,1,21,4,3,0,2,1,3,1,3,4,12,12,1,1,0,0,1,0,0,1,0,7,0,1,1,7,3,0,2,3,1,0,21,0,18,3,0,0,1,1,1,1,2,1,2,2,56.5,0,130000,0,1960,1960,1960,18562,0.38
5,2,1,0,0,1,6,3,1,0,5,1,0,1,21,4,7,0,5,3,2,2,2,2,8,8,2,5,1,0,1,0,0,0,2,5,0,1,1,5,3,1,2,3,1,0,2.5,0,7,2,0,0,1,1,1,1,1,1,2,2,54.5,1,37500,0,1641,1641,1641,10242,0.47
3,2,2,1,1,0,1,2,1,1,5,0,1,1,22,4,7,0,0,3,2,3,3,2,4,4,1,2,0,0,1,0,0,1,2,5,0,0,1,4,2,0,3,3,1,0,5,0,12,4,1,0,1,1,0,0,1,1,3,1,45,0,47500,0,2646,1106,858,5957,0.45
6,4,3,1,1,0,1,2,0,1,7,0,1,2,5,4,2,0,1,7,3,2,3,3,2,2,6,2,2,2,1,0,0,1,2,10,1,0,1,10,3,1,0,0,0,0,10,1,22,3,1,0,1,1,0,0,1,4,5,5,46.4,0,77500,0,4956,3435,3435,7644,0.42
1,4,2,1,1,0,6,2,1,1,7,0,1,2,21,5,7,1,3,7,3,3,2,2,2,4,5,10,5,10,1,0,0,1,2,9,0,0,1,9,3,1,5,1,1,0,34.5,0,22,3,1,0,1,1,0,0,1,1,5,4,31.5,0,130000,0,2887,2487,1800,12102,0.55
3,2,1,0,0,0,6,1,0,0,5,0,1,1,22,3,2,0,3,0,0,1,2,1,12,8,0,0,0,0,0,0,0,1,6,4,0,0,2,0,0,0,2,3,1,0,10.5,0,4,2,1,0,0,1,0,0,0,1,2,1,27,0,17500,0,660,660,165,2620,0.61
4,2,1,0,0,1,6,1,0,0,5,1,1,1,1,2,22,0,0,7,3,1,2,1,2,4,0,0,0,0,0,0,0,1,2,4,0,1,1,4,3,0,0,0,0,0,45,0,12,2,0,0,1,1,1,1,0,1,3,1,53,0,6250,1,858,858,858,7546,0.39
8,2,2,0,1,1,3,2,1,1,7,1,1,1,21,4,3,0,1,1,3,1,2,2,4,4,1,5,0,0,1,0,0,1,2,4,1,0,1,4,1,1,5,2,0,1,2.5,0,12,3,1,0,0,1,0,1,0,1,5,1,78,1,72500,0,2076,1676,1676,2653,0.63
1,5,3,0,1,0,6,3,0,1,10,0,0,2,21,4,3,1,8,13,3,5,2,3,8,12,1,5,0,0,1,0,1,0,2,9,1,0,1,9,3,0,8,2,1,0,126,0,30,3,1,0,1,1,0,1,0,1,3,4,30.75,0,130000,0,6803,5415,5415,32637,0.43
5,2,2,0,0,1,3,4,0,0,1,1,1,1,21,3,3,0,5,7,3,1,3,2,4,4,1,8,0,0,1,0,1,0,6,4,0,0,1,4,3,0,3,1,1,0,39.5,1,7,4,1,0,1,1,0,1,0,1,5,1,68,1,37500,0,1230,1230,1230,9479,0.45
8,2,2,0,0,1,6,2,0,0,10,1,1,1,22,4,3,0,3,3,3,2,3,2,4,2,1,1,0,0,1,0,0,1,0,2,0,1,1,2,3,0,1,1,0,0,58,0,4,4,0,0,1,1,1,1,2,1,2,1,19,0,2000,1,1271,847,847,20840,0.5
5,4,2,1,1,1,6,2,1,1,5,1,1,1,23,4,3,0,3,3,3,4,3,3,2,2,3,1,1,1,1,0,0,1,2,11,0,1,1,11,3,1,9,2,1,1,55.5,0,30,3,0,0,1,1,1,1,1,1,2,3,44.33333333,0,110000,0,4080,3680,3680,28017,0.52
8,4,2,1,1,1,1,4,0,1,18,1,1,1,21,4,2,0,0,3,3,4,2,1,8,2,3,2,5,1,1,0,0,0,6,4,0,1,1,8,2,1,4,1,0,0,5,1,12,3,0,0,1,1,1,1,0,5,4,3,29.33333333,1,27500,0,2542,1071,2142,18675,0.4
8,4,2,1,1,1,9,2,1,1,7,1,1,1,23,5,7,0,8,13,3,3,2,2,4,4,2,2,1,0,1,0,1,0,0,7,1,1,0,0,0,0,0,0,0,0,25,1,12,4,1,0,1,0,1,1,0,1,3,4,18,0,97500,0,2666,2266,0,10349,0.57
7,4,3,1,1,0,6,3,0,1,7,0,1,1,21,3,7,0,5,3,2,3,3,2,2,2,1,2,0,0,1,0,0,0,2,8,0,0,1,8,3,1,3,3,0,0,31.5,0,12,3,1,0,1,1,0,0,1,1,6,3,20,0,110000,0,3712,3312,3312,13262,0.38
4,5,4,0,1,1,6,3,0,0,7,1,0,2,22,4,12,1,8,13,3,2,2,2,1,2,4,10,10,10,1,0,0,1,2,12,0,0,1,12,2,1,1,1,0,0,50,0,12,3,1,0,1,1,0,1,0,1,5,6,26.5,0,130000,0,4814,4414,4414,20024,0.58
1,3,1,0,0,0,9,4,0,0,10,0,0,1,22,3,7,0,0,7,3,3,2,1,8,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,1,1,0,16,0,12,2,1,0,0,0,0,0,0,2,2,4,42.25,0,12500,1,1120,884,0,7706,0.38
2,3,1,1,0,1,1,3,0,0,7,1,1,1,22,3,17,0,0,3,3,3,2,1,8,8,1,2,0,0,1,0,0,1,2,7,0,0,1,7,2,0,4,1,1,0,13,0,12,4,1,0,0,1,0,1,0,1,2,2,80,1,57500,0,1944,1337,1094,3921,0.51
4,5,2,0,0,0,6,2,0,1,1,0,1,2,23,5,7,0,3,7,3,6,2,1,4,12,3,10,2,1,1,0,0,1,0,7,1,0,1,7,1,1,7,3,1,0,47,0,18,3,1,0,0,1,0,0,1,1,4,5,26.8,0,82500,0,2817,2817,2817,12255,0.37
1,4,2,1,0,1,3,2,0,1,1,1,0,3,21,5,7,0,0,7,2,3,2,2,4,8,2,2,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,26,0,22,3,0,0,0,1,1,1,0,4,4,3,72,1,72500,0,2205,0,945,10799,0.44
7,2,1,1,0,0,0,1,0,1,3,0,0,1,1,3,2,0,0,3,3,1,2,1,1,2,0,0,0,0,0,1,0,0,6,3,0,1,2,0,0,0,1,3,1,0,0,1,12,2,0,0,1,1,1,0,1,1,4,1,30,0,47500,0,845,845,563,8504,0.38
3,3,2,0,1,0,1,2,1,0,5,0,1,1,22,4,2,0,2,7,3,3,3,2,1,2,1,1,0,0,1,0,0,1,2,6,0,0,1,6,1,0,4,1,1,1,37,0,22,2,1,0,0,1,0,0,1,1,5,1,48,0,47500,0,1540,1290,1290,11476,0.49
3,5,2,1,1,0,6,4,1,0,7,0,1,2,21,4,7,0,2,7,3,1,3,3,2,4,2,2,1,0,1,0,0,1,6,10,1,0,1,10,2,1,4,3,1,0,31.5,1,22,2,1,0,0,1,0,0,1,1,6,2,50,1,87500,0,4526,4126,4126,14090,0.51
1,5,2,0,0,0,6,2,0,1,10,0,1,2,21,5,12,2,5,7,3,4,3,1,4,4,4,2,2,2,1,0,0,1,6,8,0,0,1,7,3,1,6,3,0,0,37,0,30,3,1,0,1,1,0,0,1,1,4,4,39,0,52500,0,3927,2557,1917,19005,0.55
3,4,2,0,1,1,6,2,1,1,18,1,0,2,1,4,7,0,0,3,1,3,1,1,2,2,1,2,0,0,1,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,2.5,0,22,3,0,1,0,1,1,1,0,4,5,4,37.75,1,27500,1,1364,0,121,10345,0.36
1,3,1,0,0,1,9,2,1,1,7,1,1,1,21,4,12,0,8,13,3,4,2,1,8,12,5,10,10,5,1,0,0,1,0,7,0,0,0,0,0,0,1,3,1,0,18,0,12,2,1,0,1,0,0,1,1,1,3,4,33.75,0,82500,0,2392,2093,0,7680,0.61
7,3,2,0,1,0,1,4,0,0,10,0,1,2,21,5,2,0,8,1,3,3,3,2,2,4,3,10,2,1,1,0,0,1,6,6,0,1,1,4,3,1,4,3,0,1,55.5,1,18,4,1,0,1,1,1,0,1,1,5,2,48.5,1,130000,0,2660,2260,1507,22950,0.37
2,3,2,0,0,1,16,2,0,0,10,1,1,1,21,4,12,0,8,16,3,3,2,2,2,4,1,5,0,0,1,0,0,0,2,7,0,1,1,7,3,1,1,0,0,0,27.5,0,22,2,0,0,1,1,1,1,1,1,5,5,20.4,0,52500,0,2006,2006,2006,22567,0.37
4,3,1,1,0,1,9,4,1,1,7,1,1,1,1,3,12,1,8,7,3,1,1,1,12,12,0,0,0,0,0,0,0,0,2,5,0,1,2,0,0,0,1,3,0,0,47.5,0,12,2,0,0,1,1,1,1,1,1,2,3,66.66666667,1,17500,1,672,672,134,23415,0.41
3,4,3,1,1,1,9,2,1,0,7,0,1,2,5,5,3,0,8,3,3,2,3,2,2,2,8,10,10,2,1,0,0,1,2,5,0,0,1,5,2,1,9,3,0,1,33,1,22,2,1,0,0,1,0,1,1,1,5,2,59,0,130000,0,4949,4549,4549,17501,0.41
3,2,2,0,1,0,3,2,0,0,7,0,0,1,22,3,12,1,0,3,2,4,2,1,8,12,0,0,0,0,0,0,1,1,2,7,0,0,1,4,1,1,2,2,0,0,10.5,0,12,3,0,0,1,1,0,0,0,1,2,2,21.5,0,27500,0,2122,1671,609,9644,0.56
4,2,2,0,0,0,16,3,0,1,10,0,0,2,21,3,12,0,0,3,3,3,2,1,12,12,1,8,0,0,1,0,0,1,2,4,0,0,1,4,2,1,1,2,0,0,0,1,7,2,1,0,0,1,0,0,0,3,2,1,38,1,3750,1,1450,967,967,3520,0.62
4,4,1,0,1,1,3,3,1,1,5,1,1,2,21,3,7,0,8,13,3,7,2,2,8,4,1,5,0,0,1,0,0,1,10,6,1,0,1,6,1,1,5,3,0,0,36.5,1,12,2,1,0,1,1,0,1,1,1,3,5,27.2,0,47500,0,2936,2536,2536,12532,0.6
4,3,1,0,1,1,1,3,0,0,3,1,1,1,21,3,7,0,0,3,3,2,2,2,4,2,0,0,0,0,0,0,0,0,2,3,0,1,1,3,1,0,1,1,1,0,18.5,1,18,3,0,0,1,1,1,1,0,1,2,1,75,1,17500,0,3952,1851,988,10734,0.46
4,2,1,0,0,1,6,4,0,0,7,1,0,1,22,4,7,0,0,0,0,2,1,1,4,8,1,1,0,0,1,0,0,0,0,4,0,1,1,4,2,0,1,1,0,0,12,1,2,4,0,0,1,1,1,1,1,2,1,4,25.25,0,42500,0,828,828,828,7171,0.4
6,3,1,1,1,0,3,4,1,0,7,0,1,2,21,3,12,1,3,3,2,3,3,2,8,8,2,10,1,0,1,1,0,1,2,6,0,0,0,0,0,0,4,3,0,0,25,1,7,4,1,0,0,0,0,0,0,1,3,1,64,1,72500,0,2128,1728,0,7362,0.65
1,3,1,0,1,1,1,4,1,0,7,1,1,1,22,3,12,2,0,3,3,1,2,1,2,4,0,0,0,0,0,1,0,0,2,4,0,1,0,0,0,0,1,1,0,0,10.5,1,12,3,0,0,0,0,1,1,1,1,2,1,52,0,32500,0,5163,3674,0,12862,0.59
3,2,1,0,0,0,6,4,0,0,5,0,1,1,21,4,7,0,5,0,0,2,2,2,12,12,2,2,8,0,1,0,0,1,2,4,0,0,0,0,0,0,1,2,0,0,18.5,0,4,2,1,0,0,0,0,0,0,1,4,2,40.5,0,12500,1,900,900,0,5738,0.59
2,3,2,0,1,1,9,3,1,0,7,1,1,1,21,3,3,2,8,7,3,3,2,2,4,12,1,2,0,0,1,0,0,0,2,7,0,1,1,7,1,1,6,3,1,0,54,0,7,3,0,0,1,1,1,1,1,1,1,5,24.4,0,57500,0,2018,1618,1618,21358,0.56
2,4,2,2,0,1,6,4,1,1,7,1,1,2,21,4,7,1,8,13,3,1,2,2,1,2,3,10,2,1,1,0,0,1,2,9,1,0,1,9,3,1,3,2,0,0,44.5,0,22,3,1,0,0,1,0,1,1,1,7,4,26.5,0,130000,0,4329,3608,3608,27572,0.51
6,4,2,0,1,1,9,4,1,1,10,1,1,1,23,5,3,1,8,13,3,3,2,2,4,12,3,5,5,1,1,0,0,0,2,9,0,0,1,9,3,0,2,3,0,0,61.5,0,12,4,1,0,1,1,0,1,1,7,6,4,32,0,77500,0,5746,5346,5346,20739,0.46
2,7,1,0,0,1,9,3,0,0,10,1,0,1,21,4,2,1,8,13,3,2,3,4,8,4,1,1,0,0,1,0,0,0,2,11,0,1,1,11,2,1,3,1,1,0,5,0,12,2,0,0,1,1,1,1,1,1,4,7,22.42857143,0,97500,0,2700,2700,2700,27054,0.43
7,4,3,0,1,0,1,2,0,1,10,0,1,1,21,3,12,1,2,7,3,6,3,2,12,4,2,5,2,0,1,0,0,0,2,9,0,0,3,5,1,1,1,3,0,0,108.5,1,7,4,1,0,1,1,0,0,1,4,4,6,51.66666667,1,97500,0,2442,2042,1361,8354,0.4
7,4,3,0,1,0,3,4,1,1,18,0,0,2,21,3,2,0,0,3,3,4,3,2,4,2,1,2,0,0,1,0,0,1,0,7,0,0,1,7,1,1,3,2,0,0,0,1,12,2,1,0,0,1,0,0,1,1,8,4,51.75,0,37500,0,2792,2392,2392,3031,0.43
5,3,2,0,1,1,6,3,1,1,5,1,1,1,21,4,3,0,5,7,3,5,2,3,4,8,2,10,8,0,1,0,0,0,2,9,0,1,1,9,2,1,6,3,1,1,31.5,1,7,4,0,0,1,1,1,1,0,7,5,2,69,1,47500,0,2227,1827,1827,10771,0.35
4,4,2,1,1,1,9,3,1,0,10,1,1,1,21,5,7,0,5,16,3,1,2,1,8,12,3,2,8,2,1,0,0,1,2,9,1,0,1,9,2,1,0,0,1,0,31.5,1,7,3,1,0,0,1,0,1,1,1,4,6,26.66666667,0,97500,0,3134,2734,2734,12251,0.51
2,3,1,1,0,0,3,2,0,1,10,0,1,2,22,3,12,0,0,3,0,2,2,2,8,12,3,2,1,1,1,1,0,0,2,6,0,0,0,0,0,0,1,1,0,0,2.5,0,18,3,1,0,0,0,0,0,0,1,2,3,66.33333333,1,12500,1,1032,972,0,5661,0.54
6,3,2,0,1,1,3,4,1,0,10,1,0,1,22,3,12,1,2,3,3,6,2,1,8,12,2,2,1,0,1,0,0,1,2,6,0,0,1,6,3,1,5,3,0,1,30.5,0,7,4,1,0,0,1,0,1,0,1,2,3,19.66666667,1,42500,0,2032,1632,1632,11388,0.45
5,3,2,0,0,1,3,0,0,1,7,1,0,1,21,3,7,0,2,3,2,3,2,2,4,2,2,5,5,0,1,1,0,1,0,7,0,1,1,7,3,1,3,3,1,1,34.5,0,18,3,0,0,1,1,1,1,0,1,5,2,52.5,0,22500,0,1711,1711,1711,13494,0.37
2,3,1,0,0,0,6,3,1,0,10,0,0,1,1,4,7,0,0,0,0,1,2,1,2,4,0,0,0,0,0,0,0,1,2,3,1,0,2,0,0,0,1,2,0,0,21,0,12,2,1,0,1,1,0,0,1,1,3,1,46,0,27500,0,1045,627,209,4397,0.59
6,3,1,0,0,1,3,1,0,0,10,1,1,1,22,3,22,0,1,3,3,3,1,1,12,12,0,0,0,0,0,1,0,0,0,5,0,1,1,5,3,0,2,3,1,0,2.5,0,12,2,0,0,1,1,1,1,0,1,1,2,57,0,17500,1,1292,1292,1292,27935,0.37
4,3,2,1,1,1,6,4,1,1,7,1,1,2,21,4,17,0,3,7,2,4,3,2,4,4,2,8,1,0,1,0,0,0,2,8,0,0,1,8,3,1,3,1,0,0,7.5,1,7,3,1,0,1,1,0,1,1,1,2,3,25,0,130000,0,1896,770,770,10120,0.61
5,3,3,0,1,0,3,3,1,0,10,0,0,2,23,3,3,1,5,3,3,3,3,2,4,1,2,8,8,0,1,1,0,0,2,8,0,0,1,8,1,1,4,3,1,1,45,1,22,4,1,0,0,1,0,0,1,1,3,2,61,1,67500,0,3743,3743,3743,17777,0.59
1,2,1,0,0,1,3,2,1,0,5,1,0,1,22,3,22,0,2,3,2,3,2,1,4,8,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,0,0,0,0,29,0,18,3,0,0,1,1,0,1,1,1,5,1,61,0,52500,0,2080,1184,395,3380,0.58
8,3,2,1,0,1,6,4,1,1,5,1,1,2,21,4,3,0,3,7,3,2,2,1,4,4,3,2,5,1,1,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0,7.5,0,7,4,0,0,1,0,1,1,1,1,6,2,30,0,82500,0,1342,805,0,14416,0.58
5,4,2,0,0,1,6,3,0,0,5,1,1,2,21,4,7,0,3,7,3,3,3,2,4,8,1,5,0,0,1,0,0,0,0,6,0,1,1,6,3,0,7,3,1,0,5,0,12,3,0,0,1,1,1,1,0,1,5,2,65,1,32500,0,2227,2227,2227,18716,0.39
7,4,3,0,1,0,1,2,0,1,5,0,0,1,22,3,3,0,0,3,3,2,2,1,12,2,0,0,0,0,0,0,0,0,2,4,0,0,1,6,1,0,3,1,0,0,2.5,1,12,4,1,0,0,1,0,0,0,1,1,5,28.6,0,12500,1,4459,2706,4059,1912,0.52
4,2,1,0,0,0,1,1,0,1,10,0,1,1,22,3,7,0,0,7,3,2,3,2,8,4,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,1,0,0,1,7,2,1,0,1,1,0,0,2,1,1,2,69.5,1,22500,0,848,424,212,5957,0.52
4,2,1,1,1,0,3,3,1,0,10,0,0,1,21,4,2,1,3,7,2,4,3,2,8,4,1,1,0,0,1,1,0,0,2,4,1,0,1,4,3,0,1,3,1,0,23.5,0,12,4,0,0,0,1,0,0,0,1,3,2,61,0,12500,1,3052,2652,2652,10013,0.52
5,3,2,0,1,1,1,3,1,1,7,1,0,2,21,4,7,0,0,7,2,3,3,2,4,4,1,1,0,0,1,0,0,0,2,5,0,1,1,5,2,1,5,2,1,0,21,0,12,4,0,0,1,1,1,1,1,1,3,4,22.5,0,110000,0,3000,2167,2167,21916,0.5
6,3,2,0,1,1,16,2,1,1,18,1,1,2,22,3,3,1,8,7,3,1,2,1,4,4,2,2,1,0,1,0,0,1,0,7,1,0,2,0,0,0,0,0,1,0,39.5,1,12,4,0,0,1,1,0,1,0,1,8,2,76.5,1,82500,0,3807,3407,688,11016,0.5
4,2,1,0,1,1,1,1,0,0,7,1,0,1,22,3,7,0,0,3,3,2,2,2,4,8,4,10,2,1,1,0,0,1,0,4,1,0,1,4,3,1,1,1,1,0,40,0,7,3,1,0,0,1,0,1,0,1,2,1,58,1,17500,0,3502,2028,1620,7407,0.55
2,3,2,0,1,1,1,3,0,0,7,1,1,2,22,4,7,0,0,1,3,1,2,1,4,4,2,5,1,0,1,0,0,1,6,5,1,0,1,5,1,0,2,1,0,0,0,1,12,3,1,0,0,1,0,1,0,1,2,1,69,1,110000,0,3610,1168,1168,4439,0.53
5,4,3,0,1,0,0,2,0,0,18,0,1,1,21,3,2,0,2,1,3,1,2,2,8,8,1,8,0,0,1,0,0,1,2,9,0,0,1,9,2,1,6,1,0,0,55.5,1,12,4,1,0,0,1,0,0,0,1,6,1,62,0,17500,0,2452,1802,1802,4705,0.43
8,3,2,0,1,1,6,4,0,0,7,1,1,1,22,3,3,0,3,3,3,2,2,1,2,4,1,1,0,0,1,0,0,0,2,6,0,1,1,6,2,0,3,3,0,0,26,0,7,4,0,0,1,1,1,1,1,1,4,2,50.5,0,37500,0,2702,2302,2302,14869,0.38
6,3,2,0,1,1,9,4,0,1,10,1,1,1,21,4,7,0,8,16,3,2,2,2,2,8,2,10,5,0,1,1,0,1,0,7,0,1,1,7,3,0,7,2,1,0,52,0,12,4,0,0,1,1,1,1,1,1,5,4,31.5,0,130000,0,1904,1504,1504,20511,0.42
2,4,3,0,0,0,6,1,0,0,10,0,1,2,21,5,7,0,8,7,2,5,3,3,2,4,2,5,1,0,1,0,0,0,6,6,0,0,2,0,0,0,1,0,0,0,29,0,18,4,1,0,0,1,0,0,1,1,6,4,29,0,110000,0,3076,3076,2050,11799,0.59
4,2,1,1,0,0,6,4,0,0,7,0,1,1,22,3,22,1,0,3,3,2,2,1,4,4,0,0,0,0,0,1,0,1,0,4,0,1,0,0,0,0,2,3,1,0,44.5,0,12,2,0,0,1,0,1,0,1,1,2,2,57.5,1,17500,1,1044,1044,0,10909,0.59
6,4,2,1,1,0,16,3,1,1,7,0,1,2,21,5,12,1,3,7,3,5,3,2,2,2,3,5,1,1,1,0,0,1,2,8,0,0,1,8,3,1,2,2,0,1,34,1,18,3,1,0,1,1,0,1,1,1,8,3,51.33333333,1,130000,0,4589,4189,4189,14268,0.5
6,3,1,1,0,1,1,4,0,1,7,1,1,1,22,3,12,1,0,3,3,2,1,1,8,8,0,0,0,0,0,0,0,0,6,6,0,1,1,6,3,1,6,3,1,0,24,0,22,3,0,0,1,1,1,1,0,1,2,2,80,1,22500,0,1456,1456,1456,16536,0.45
6,3,2,1,1,1,3,4,1,0,7,1,1,1,21,4,3,0,3,7,3,2,3,2,2,4,1,5,0,0,1,0,0,1,2,6,0,0,1,6,3,1,5,2,0,0,63,0,18,4,1,0,1,1,0,1,2,1,6,2,57.5,0,57500,0,3456,2806,2806,8133,0.51
3,4,1,1,0,1,16,2,1,0,7,1,1,2,22,3,22,1,0,7,2,1,2,1,4,4,1,2,0,0,1,0,0,1,2,7,0,1,1,4,1,0,0,0,1,0,8,0,12,3,0,0,1,1,1,1,2,1,4,3,37.33333333,0,37500,0,1952,1464,1046,18691,0.69
1,3,1,0,0,0,9,1,0,1,0,0,0,1,22,4,12,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,1,0,10.5,0,12,4,1,0,0,1,0,0,0,1,2,1,85,1,17500,0,2580,1075,215,6648,0.47
4,2,2,0,0,0,16,0,0,0,7,0,0,1,22,3,7,0,2,1,1,2,3,2,4,2,1,2,0,0,1,0,0,0,2,4,0,0,1,4,2,0,0,0,0,0,37,0,12,4,1,0,1,1,0,0,1,1,6,4,15.5,0,52500,0,1361,1361,1361,9096,0.5
1,3,1,0,1,1,3,3,0,0,3,1,0,2,22,3,17,1,0,3,3,3,2,1,4,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,2.5,0,7,4,0,0,1,0,1,1,0,1,1,1,85,1,12500,1,1125,350,0,10169,0.47
2,3,1,0,0,0,1,4,0,0,7,0,1,2,23,4,2,0,0,13,3,2,3,5,4,12,1,2,0,0,0,0,0,1,2,0,0,0,2,0,0,0,3,1,1,0,5,0,12,2,1,0,0,1,0,0,1,1,1,5,35.4,0,57500,0,1147,0,229,5613,0.38
5,1,1,0,0,1,6,4,1,0,18,1,1,1,22,4,22,0,0,1,3,2,2,1,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,1,0,1,3,1,85,1,37500,0,750,750,0,2522,0.61
1,3,1,0,0,0,9,3,0,0,7,0,1,1,21,4,3,1,1,13,3,4,3,3,4,8,3,5,2,2,1,0,0,0,2,7,0,0,0,0,0,0,0,0,1,0,53,1,12,4,1,0,1,0,0,0,1,1,3,6,18.66666667,0,57500,0,2249,1499,0,11767,0.56
8,3,2,0,1,0,3,4,1,1,10,0,1,2,21,4,3,0,8,7,3,4,3,3,12,12,3,8,5,8,1,0,0,0,6,7,1,0,1,7,3,1,4,3,0,0,38,0,12,4,1,1,0,1,0,0,1,1,5,3,66,1,130000,0,2583,2183,2183,17683,0.41
5,2,1,0,0,0,3,4,1,0,5,0,0,1,21,3,12,0,0,3,3,1,2,2,1,1,1,2,0,0,1,0,0,0,2,5,1,0,1,5,2,0,1,3,0,0,23.5,1,4,3,1,0,0,1,0,0,2,1,3,1,81,1,17500,0,978,978,978,2043,0.58
4,4,1,1,1,1,6,4,1,0,18,1,1,1,23,4,2,0,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,2,7,0,0,1,7,1,1,6,1,0,0,18.5,0,7,4,1,0,0,1,0,1,0,1,5,1,71,1,22500,0,1242,417,417,3884,0.65
6,6,4,0,1,0,9,2,1,1,7,1,0,2,21,4,2,1,5,7,2,5,3,3,4,4,2,5,2,0,1,0,0,0,2,12,0,0,1,12,3,1,2,2,0,0,58,1,30,4,1,0,0,1,0,1,1,1,6,8,20.75,0,130000,0,7413,6763,6763,22801,0.63
7,2,1,1,0,1,6,4,1,1,7,1,0,1,22,3,7,0,1,0,0,1,1,2,4,4,2,10,1,0,1,0,0,0,2,4,0,1,1,4,1,0,0,0,0,0,2.5,0,4,3,0,0,1,1,1,1,1,1,4,2,23,0,27500,0,945,945,945,8885,0.44
2,3,2,0,0,1,6,2,0,0,5,1,1,2,21,4,3,0,3,7,3,3,3,3,2,2,2,2,1,0,1,0,0,0,2,5,0,1,3,5,3,0,5,2,1,0,13,1,7,3,0,0,1,1,1,1,0,1,4,2,28.5,0,47500,0,1430,1192,1430,13219,0.42
